"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","687","Then WO page is ""Shown""","","Thu Jan 29 20:32:18 GMT 2026","passed","Thu Jan 29 20:32:19 GMT 2026","","MWE_RS_015 - Return an Assigned Work Order: Return an Assigned Work Order","",""
"","1680","When I click on ""Reject"" button","","Wed Feb 04 10:30:54 GMT 2026","passed","Wed Feb 04 10:30:55 GMT 2026","","MWE_RS_050  - After refreshing environment synchronization screen appears: After refreshing environment synchronization screen appears","",""
"","1462","When I click on ""Reject"" button","","Thu Jan 29 18:49:59 GMT 2026","passed","Thu Jan 29 18:50:01 GMT 2026","","MWE_RS_010 - Fail an assigned Task: Fail an assigned Task on Work Order","",""
"","976","Then I click on ""TIME ENTRIES"" widget","","Mon Feb 02 13:36:22 GMT 2026","passed","Mon Feb 02 13:36:23 GMT 2026","","MWE_RS_029 - Child Work Order: Child Work Order","",""
"","1122","Then I click on ""SELECT OUTCOME"" option","","Thu Jan 29 18:52:03 GMT 2026","passed","Thu Jan 29 18:52:04 GMT 2026","","MWE_RS_010 - Fail an assigned Task: Fail an assigned Task on Work Order","",""
"","2669","And I click on ""Sign In"" button","","Mon Feb 02 11:48:40 GMT 2026","passed","Mon Feb 02 11:48:43 GMT 2026","","MWE_RS_038 - Route Stop WO Descriptions are displayed alongside Route Stop ID as part of the task grouping heading: Route Stop WO Descriptions are displayed alongside Route Stop ID as part of the task grouping heading","",""
"","220","Then I take a screenshot","","Wed Feb 04 10:30:56 GMT 2026","passed","Wed Feb 04 10:30:56 GMT 2026","","MWE_RS_050  - After refreshing environment synchronization screen appears: After refreshing environment synchronization screen appears","",""
"","276228","And I see allow button","","Mon Feb 02 13:30:40 GMT 2026","passed","Mon Feb 02 13:35:17 GMT 2026","","MWE_RS_029 - Child Work Order: Child Work Order","",""
"","638","Then I press the Hamburger icon","","Wed Jan 28 17:44:04 GMT 2026","passed","Wed Jan 28 17:44:05 GMT 2026","","MWE_RS_001 - Login and Logout from the Application: As a user, I can log into the secure area","",""
"","1120","When I switch to the web view context","","Mon Feb 02 11:41:26 GMT 2026","passed","Mon Feb 02 11:41:27 GMT 2026","","MWE_RS_024 - User level Notifications: User level Notifications","",""
"","281313","And I see allow button","","Thu Feb 05 18:37:32 GMT 2026","passed","Thu Feb 05 18:42:13 GMT 2026","","MWE_RS_059 - Return Work For Other People: Return Work For Other People","",""
"","991","Then I navigate ""Work"" tab","","Thu Jan 29 17:48:13 GMT 2026","passed","Thu Jan 29 17:48:14 GMT 2026","","MWE_RS_017 - Add Manual Time Entry: Add Manual Time Entry","",""
"","696","When I set Region select field","","Thu Jan 29 18:44:31 GMT 2026","passed","Thu Jan 29 18:44:32 GMT 2026","","MWE_RS_010 - Fail an assigned Task: Fail an assigned Task on Work Order","",""
"","386","Then The Worklist page is open","","Thu Jan 29 17:49:02 GMT 2026","passed","Thu Jan 29 17:49:03 GMT 2026","","MWE_RS_017 - Add Manual Time Entry: Add Manual Time Entry","",""
"","1","hook:","","Wed Feb 04 11:45:43 GMT 2026","failed","Wed Feb 04 11:45:43 GMT 2026","","","",""
"","2","hook:","","Thu Jan 29 21:47:31 GMT 2026","failed","Thu Jan 29 21:47:31 GMT 2026","","","",""
"","1966","Then I click on ""HISTORY TAB"" button","","Thu Jan 29 12:37:29 GMT 2026","passed","Thu Jan 29 12:37:30 GMT 2026","","MWE_RS_003 - Add Comment: Add Comment to Work Order","",""
"","900","When I click at ""first"" WO","","Thu Jan 29 18:50:01 GMT 2026","passed","Thu Jan 29 18:50:02 GMT 2026","","MWE_RS_010 - Fail an assigned Task: Fail an assigned Task on Work Order","",""
"","1803","Then signIn option shows up","","Mon Feb 02 11:41:24 GMT 2026","passed","Mon Feb 02 11:41:26 GMT 2026","","MWE_RS_024 - User level Notifications: User level Notifications","",""
"","2421","And I enter password as ""yo2026@@""","","Thu Jan 29 20:08:51 GMT 2026","passed","Thu Jan 29 20:08:54 GMT 2026","","MWE_RS_013 - Add Failure Information to the current Work Order: Add Failure Information to the current Work Order","",""
"","1613","Then I click on ""START WORK"" button","","Thu Jan 29 17:30:51 GMT 2026","passed","Thu Jan 29 17:30:52 GMT 2026","","MWE_RS_011 - Complete an assigned Task: Complete an assigned Task on Work Order","",""
"","2527","Then I select ""Beckton Depot"" location","","Thu Jan 29 16:04:08 GMT 2026","broken","Thu Jan 29 16:04:10 GMT 2026","","MWE_RS_012 - Change Location on Work Order: Change Location on Work Order","",""
"","1022","When I click at ""first"" WO","","Mon Feb 02 11:46:28 GMT 2026","passed","Mon Feb 02 11:46:29 GMT 2026","","MWE_RS_024 - User level Notifications: User level Notifications","",""
"","3342","Then I enter username as ""yinka.oludipe@keolisameydlr.co.uk""","","Thu Jan 29 21:49:08 GMT 2026","passed","Thu Jan 29 21:49:11 GMT 2026","","MWE_RS_036 - Complete a CM Work Order: Complete a CM Work Order","",""
"","276657","And I see allow button","","Wed Feb 04 11:40:08 GMT 2026","passed","Wed Feb 04 11:44:45 GMT 2026","","MWE_RS_055 - Reset Application: Reset Application","",""
"","1057","Then I can connect to the Environment","","Wed Jan 28 17:12:03 GMT 2026","passed","Wed Jan 28 17:12:04 GMT 2026","","MWE_RS_027- View Application Details: Version, Environment and Licenses","",""
"","275352","And I see allow button","","Thu Jan 29 12:31:08 GMT 2026","passed","Thu Jan 29 12:35:44 GMT 2026","","MWE_RS_003 - Add Comment: Add Comment to Work Order","",""
"","1642","When I click on ""Reject"" button","","Thu Jan 29 17:48:05 GMT 2026","passed","Thu Jan 29 17:48:06 GMT 2026","","MWE_RS_017 - Add Manual Time Entry: Add Manual Time Entry","",""
"","607","When I set Region select field","","Thu Jan 29 17:42:47 GMT 2026","passed","Thu Jan 29 17:42:48 GMT 2026","","MWE_RS_017 - Add Manual Time Entry: Add Manual Time Entry","",""
"","1029","Then I can connect to the Environment","","Thu Jan 29 20:08:45 GMT 2026","passed","Thu Jan 29 20:08:46 GMT 2026","","MWE_RS_013 - Add Failure Information to the current Work Order: Add Failure Information to the current Work Order","",""
"","1616","Then I click on ""CLOSE FILE"" button","","Wed Feb 04 14:49:17 GMT 2026","passed","Wed Feb 04 14:49:19 GMT 2026","","MWE_RS_056 - Attach a Document to assigned Work Order and verify in Files tab: Attach a Document to assigned Work Order and verify in Files tab","",""
"","3319","Then I click on ""Unread"" filter and select ""Read""","","Mon Feb 02 11:46:35 GMT 2026","passed","Mon Feb 02 11:46:38 GMT 2026","","MWE_RS_024 - User level Notifications: User level Notifications","",""
"","31","And I switch to native view context","","Mon Feb 02 11:48:43 GMT 2026","passed","Mon Feb 02 11:48:43 GMT 2026","","MWE_RS_038 - Route Stop WO Descriptions are displayed alongside Route Stop ID as part of the task grouping heading: Route Stop WO Descriptions are displayed alongside Route Stop ID as part of the task grouping heading","",""
"","2064","Then I click on ""REPLACED"" option","","Wed Feb 04 11:55:33 GMT 2026","passed","Wed Feb 04 11:55:35 GMT 2026","","MWE_RS_006 - Create Follow On Work Order Add To Backlog: Create Follow On Work Order Add To Backlog","",""
"","1731","Then signIn option shows up","","Wed Feb 04 11:48:49 GMT 2026","passed","Wed Feb 04 11:48:51 GMT 2026","","MWE_RS_006 - Create Follow On Work Order Add To Backlog: Create Follow On Work Order Add To Backlog","",""
"","1052","Then I can connect to the Environment","","Thu Jan 29 15:58:38 GMT 2026","passed","Thu Jan 29 15:58:39 GMT 2026","","MWE_RS_012 - Change Location on Work Order: Change Location on Work Order","",""
"","25004","Then I wait for page to load","","Wed Jan 28 17:17:47 GMT 2026","passed","Wed Jan 28 17:18:12 GMT 2026","","MWE_RS_027- View Application Details: Version, Environment and Licenses","",""
"","1932","Then I click on ""TEAM VIEW ICON"" button","","Fri Jan 30 12:35:42 GMT 2026","passed","Fri Jan 30 12:35:44 GMT 2026","","MWE_RS_025 - Teams View for active users on Work Order: Teams View for Active Users on Work Order","",""
"","2778","Then I click on ""PERMANENT FIX"" button","","Thu Jan 29 21:56:18 GMT 2026","passed","Thu Jan 29 21:56:21 GMT 2026","","MWE_RS_036 - Complete a CM Work Order: Complete a CM Work Order","",""
"","25004","Then I wait for page to load","","Fri Jan 30 14:04:47 GMT 2026","passed","Fri Jan 30 14:05:12 GMT 2026","","MWE_RS_026 - Sort By Filter in My Work List: Sort My Work List By Filter","",""
"","849","When I tap on task with number ""20.""","","Thu Jan 29 21:46:03 GMT 2026","passed","Thu Jan 29 21:46:04 GMT 2026","","MWE_RS_032 - Complete a CM Work Order with Task Assigned: Complete a CM Work Order with Task Assigned","",""
"","270","Then I take a screenshot","","Thu Feb 05 19:29:05 GMT 2026","passed","Thu Feb 05 19:29:05 GMT 2026","","MWE_RS_060 - Complete Work For Other People: Complete Work For Other People","",""
"","3047","When I set ""helpless-pig-37"" into Environment Code input field","","Wed Feb 04 10:25:28 GMT 2026","passed","Wed Feb 04 10:25:31 GMT 2026","","MWE_RS_050  - After refreshing environment synchronization screen appears: After refreshing environment synchronization screen appears","",""
"","2598","And I enter password as ""yo2026@@""","","Mon Feb 02 11:48:37 GMT 2026","passed","Mon Feb 02 11:48:40 GMT 2026","","MWE_RS_038 - Route Stop WO Descriptions are displayed alongside Route Stop ID as part of the task grouping heading: Route Stop WO Descriptions are displayed alongside Route Stop ID as part of the task grouping heading","",""
"","431","Then The Worklist page is open","","Thu Jan 29 21:43:43 GMT 2026","passed","Thu Jan 29 21:43:44 GMT 2026","","MWE_RS_032 - Complete a CM Work Order with Task Assigned: Complete a CM Work Order with Task Assigned","",""
"","889","When I click at ""first"" WO","","Thu Jan 29 20:14:02 GMT 2026","passed","Thu Jan 29 20:14:03 GMT 2026","","MWE_RS_013 - Add Failure Information to the current Work Order: Add Failure Information to the current Work Order","",""
"","25003","Then I wait for page to load","","Thu Feb 05 18:18:34 GMT 2026","passed","Thu Feb 05 18:18:59 GMT 2026","","MWE_RS_057 - Capture Time For Other People: Capture Time For Other People","",""
"","1334","Then I click on ""REMEDY CLASS"" option","","Thu Jan 29 21:55:07 GMT 2026","passed","Thu Jan 29 21:55:09 GMT 2026","","MWE_RS_036 - Complete a CM Work Order: Complete a CM Work Order","",""
"","2764","Then I click on ""PAUSE"" button","","Thu Jan 29 20:15:49 GMT 2026","passed","Thu Jan 29 20:15:52 GMT 2026","","MWE_RS_013 - Add Failure Information to the current Work Order: Add Failure Information to the current Work Order","",""
"","1740","When I click on ""Reject"" button","","Thu Jan 29 20:14:00 GMT 2026","passed","Thu Jan 29 20:14:02 GMT 2026","","MWE_RS_013 - Add Failure Information to the current Work Order: Add Failure Information to the current Work Order","",""
"","284131","And I see allow button","","Wed Feb 04 10:25:44 GMT 2026","passed","Wed Feb 04 10:30:28 GMT 2026","","MWE_RS_050  - After refreshing environment synchronization screen appears: After refreshing environment synchronization screen appears","",""
"","429","Then The Worklist page is open","","Thu Jan 29 21:54:23 GMT 2026","passed","Thu Jan 29 21:54:23 GMT 2026","","MWE_RS_036 - Complete a CM Work Order: Complete a CM Work Order","",""
"","259","Then I take a screenshot","","Fri Jan 30 14:05:25 GMT 2026","passed","Fri Jan 30 14:05:25 GMT 2026","","MWE_RS_026 - Sort By Filter in My Work List: Sort My Work List By Filter","",""
"","597","When I set Region select field","","Fri Jan 30 13:59:55 GMT 2026","passed","Fri Jan 30 13:59:56 GMT 2026","","MWE_RS_026 - Sort By Filter in My Work List: Sort My Work List By Filter","",""
"","2176","Then I click on ""PAUSE WORK ORDER"" button","","Thu Jan 29 17:32:23 GMT 2026","passed","Thu Jan 29 17:32:25 GMT 2026","","MWE_RS_011 - Complete an assigned Task: Complete an assigned Task on Work Order","",""
"","1924","Then signIn option shows up","","Thu Jan 29 18:44:37 GMT 2026","passed","Thu Jan 29 18:44:39 GMT 2026","","MWE_RS_010 - Fail an assigned Task: Fail an assigned Task on Work Order","",""
"","988","Then I navigate to ""notifications""","","Mon Feb 02 11:46:30 GMT 2026","passed","Mon Feb 02 11:46:31 GMT 2026","","MWE_RS_024 - User level Notifications: User level Notifications","",""
"","25003","Then I wait for page to load","","Thu Jan 29 12:37:33 GMT 2026","passed","Thu Jan 29 12:37:58 GMT 2026","","MWE_RS_003 - Add Comment: Add Comment to Work Order","",""
"","562","Then WO page is ""Shown""","","Thu Jan 29 18:50:02 GMT 2026","passed","Thu Jan 29 18:50:03 GMT 2026","","MWE_RS_010 - Fail an assigned Task: Fail an assigned Task on Work Order","",""
"","943","When I click at ""first"" WO","","Thu Jan 29 21:43:44 GMT 2026","passed","Thu Jan 29 21:43:45 GMT 2026","","MWE_RS_032 - Complete a CM Work Order with Task Assigned: Complete a CM Work Order with Task Assigned","",""
"","445","Then The Worklist page is open","","Thu Feb 05 19:24:54 GMT 2026","passed","Thu Feb 05 19:24:55 GMT 2026","","MWE_RS_060 - Complete Work For Other People: Complete Work For Other People","",""
"","2896","When I set ""helpless-pig-37"" into Environment Code input field","","Wed Feb 04 11:48:45 GMT 2026","passed","Wed Feb 04 11:48:48 GMT 2026","","MWE_RS_006 - Create Follow On Work Order Add To Backlog: Create Follow On Work Order Add To Backlog","",""
"","2922","When I set ""helpless-pig-37"" into Environment Code input field","","Thu Jan 29 12:30:53 GMT 2026","passed","Thu Jan 29 12:30:56 GMT 2026","","MWE_RS_003 - Add Comment: Add Comment to Work Order","",""
"","1","hook:","","Mon Feb 02 13:36:51 GMT 2026","failed","Mon Feb 02 13:36:51 GMT 2026","","","",""
"","3230","Then I click on ""NEXT"" button","","Wed Feb 04 11:54:56 GMT 2026","passed","Wed Feb 04 11:54:59 GMT 2026","","MWE_RS_006 - Create Follow On Work Order Add To Backlog: Create Follow On Work Order Add To Backlog","",""
"","960","Then I click on ""PROBLEM CLASS"" option","","Thu Feb 05 19:25:53 GMT 2026","passed","Thu Feb 05 19:25:54 GMT 2026","","MWE_RS_060 - Complete Work For Other People: Complete Work For Other People","",""
"","591","Then WO page is ""Shown""","","Mon Feb 02 13:35:45 GMT 2026","passed","Mon Feb 02 13:35:45 GMT 2026","","MWE_RS_029 - Child Work Order: Child Work Order","",""
"","1438","When I click on ""Reject"" button","","Thu Jan 29 20:32:16 GMT 2026","passed","Thu Jan 29 20:32:17 GMT 2026","","MWE_RS_015 - Return an Assigned Work Order: Return an Assigned Work Order","",""
"","1038","Then I navigate to ""back""","","Thu Feb 05 19:29:05 GMT 2026","passed","Thu Feb 05 19:29:06 GMT 2026","","MWE_RS_060 - Complete Work For Other People: Complete Work For Other People","",""
"","283859","And I see allow button","","Thu Jan 29 20:27:06 GMT 2026","passed","Thu Jan 29 20:31:50 GMT 2026","","MWE_RS_015 - Return an Assigned Work Order: Return an Assigned Work Order","",""
"","1","hook:","","Wed Feb 04 10:30:56 GMT 2026","failed","Wed Feb 04 10:30:56 GMT 2026","","","",""
"","22950","And I set ""comments"" value field to ""MWE KAD 1.13.0 TESTING""","","Thu Jan 29 18:50:39 GMT 2026","passed","Thu Jan 29 18:51:02 GMT 2026","","MWE_RS_010 - Fail an assigned Task: Fail an assigned Task on Work Order","",""
"","917","When I click at ""first"" WO","","Mon Feb 02 13:35:44 GMT 2026","passed","Mon Feb 02 13:35:45 GMT 2026","","MWE_RS_029 - Child Work Order: Child Work Order","",""
"","1725","Then signIn option shows up","","Thu Feb 05 19:19:41 GMT 2026","passed","Thu Feb 05 19:19:43 GMT 2026","","MWE_RS_060 - Complete Work For Other People: Complete Work For Other People","",""
"","4267","Then I click on ""PAUSE ICON"" button","","Thu Feb 05 18:43:17 GMT 2026","passed","Thu Feb 05 18:43:21 GMT 2026","","MWE_RS_059 - Return Work For Other People: Return Work For Other People","",""
"","1720","Then I click on ""START WORK"" button","","Thu Jan 29 21:43:47 GMT 2026","passed","Thu Jan 29 21:43:49 GMT 2026","","MWE_RS_032 - Complete a CM Work Order with Task Assigned: Complete a CM Work Order with Task Assigned","",""
"","1993","Then I click on ""ADD COMMENT"" button","","Thu Feb 05 19:26:10 GMT 2026","passed","Thu Feb 05 19:26:12 GMT 2026","","MWE_RS_060 - Complete Work For Other People: Complete Work For Other People","",""
"","1731","Then signIn option shows up","","Mon Feb 02 12:58:41 GMT 2026","passed","Mon Feb 02 12:58:43 GMT 2026","","MWE_RS_021 - Asset Swap: Asset Swap","",""
"","1056","Then I can connect to the Environment","","Wed Jan 28 18:20:07 GMT 2026","passed","Wed Jan 28 18:20:08 GMT 2026","","MWE_RS_023 - Clear Local Data of application: Clear Local Data of application","",""
"","1880","Then I click on ""ADD COMMENT"" button","","Thu Jan 29 21:44:35 GMT 2026","passed","Thu Jan 29 21:44:37 GMT 2026","","MWE_RS_032 - Complete a CM Work Order with Task Assigned: Complete a CM Work Order with Task Assigned","",""
"","1628","When I click on ""Reject"" button","","Fri Jan 30 14:05:12 GMT 2026","passed","Fri Jan 30 14:05:14 GMT 2026","","MWE_RS_026 - Sort By Filter in My Work List: Sort My Work List By Filter","",""
"","1152","When I switch to the web view context","","Thu Feb 05 18:12:02 GMT 2026","passed","Thu Feb 05 18:12:03 GMT 2026","","MWE_RS_057 - Capture Time For Other People: Capture Time For Other People","",""
"","24299","And I set ""Details"" value field to ""KAD MWE  1.13.0 TESTING""","","Thu Feb 05 19:26:42 GMT 2026","passed","Thu Feb 05 19:27:06 GMT 2026","","MWE_RS_060 - Complete Work For Other People: Complete Work For Other People","",""
"","1447","When I set Region as ""Europe""","","Fri Jan 30 13:59:56 GMT 2026","passed","Fri Jan 30 13:59:57 GMT 2026","","MWE_RS_026 - Sort By Filter in My Work List: Sort My Work List By Filter","",""
"","1343","Then The status of the work Order is in ""In Progress""","","Thu Jan 29 21:43:49 GMT 2026","passed","Thu Jan 29 21:43:50 GMT 2026","","MWE_RS_032 - Complete a CM Work Order with Task Assigned: Complete a CM Work Order with Task Assigned","",""
"","1640","Given I am on the Init page","","Mon Feb 02 13:30:22 GMT 2026","passed","Mon Feb 02 13:30:24 GMT 2026","","MWE_RS_029 - Child Work Order: Child Work Order","",""
"","3968","Then I click on ""PAUSE ICON"" button","","Thu Feb 05 18:17:58 GMT 2026","passed","Thu Feb 05 18:18:02 GMT 2026","","MWE_RS_057 - Capture Time For Other People: Capture Time For Other People","",""
"","1766","Then signIn option shows up","","Thu Jan 29 12:05:13 GMT 2026","passed","Thu Jan 29 12:05:15 GMT 2026","","MWE_RS_002 - Start and Pause Work Order: Start and Pause Work Order","",""
"","2526","And I enter password as ""yo2026@@""","","Mon Feb 02 11:41:30 GMT 2026","passed","Mon Feb 02 11:41:33 GMT 2026","","MWE_RS_024 - User level Notifications: User level Notifications","",""
"","521","Then The Worklist page is open","","Wed Feb 04 14:48:07 GMT 2026","passed","Wed Feb 04 14:48:07 GMT 2026","","MWE_RS_056 - Attach a Document to assigned Work Order and verify in Files tab: Attach a Document to assigned Work Order and verify in Files tab","",""
"","2536","And I enter password as ""yo2026@@""","","Thu Jan 29 12:31:03 GMT 2026","passed","Thu Jan 29 12:31:05 GMT 2026","","MWE_RS_003 - Add Comment: Add Comment to Work Order","",""
"","1018","Then ""FAILURE INFORMATION"" widget is clicked","","Thu Jan 29 21:43:51 GMT 2026","passed","Thu Jan 29 21:43:52 GMT 2026","","MWE_RS_032 - Complete a CM Work Order with Task Assigned: Complete a CM Work Order with Task Assigned","",""
"","1083","Then I navigate to ""back""","","Mon Feb 02 13:07:05 GMT 2026","passed","Mon Feb 02 13:07:06 GMT 2026","","MWE_RS_021 - Asset Swap: Asset Swap","",""
"","2478","And I enter password as ""yo2026@@""","","Wed Jan 28 17:12:09 GMT 2026","passed","Wed Jan 28 17:12:12 GMT 2026","","MWE_RS_027- View Application Details: Version, Environment and Licenses","",""
"","1956","Then I click on ""TYPE FIELD"" button","","Thu Feb 05 19:26:12 GMT 2026","passed","Thu Feb 05 19:26:14 GMT 2026","","MWE_RS_060 - Complete Work For Other People: Complete Work For Other People","",""
"","0","Then I navigate to ""back""","","Thu Jan 29 16:04:10 GMT 2026","skipped","Thu Jan 29 16:04:10 GMT 2026","","MWE_RS_012 - Change Location on Work Order: Change Location on Work Order","",""
"","4049","Then I click on ""PAUSE"" button","","Thu Feb 05 18:18:02 GMT 2026","passed","Thu Feb 05 18:18:06 GMT 2026","","MWE_RS_057 - Capture Time For Other People: Capture Time For Other People","",""
"","25003","Then I wait for page to load","","Mon Feb 02 11:46:00 GMT 2026","passed","Mon Feb 02 11:46:25 GMT 2026","","MWE_RS_024 - User level Notifications: User level Notifications","",""
"","2621","And I enter password as ""yo2026@@""","","Wed Feb 04 10:25:38 GMT 2026","passed","Wed Feb 04 10:25:41 GMT 2026","","MWE_RS_050  - After refreshing environment synchronization screen appears: After refreshing environment synchronization screen appears","",""
"","275246","And I see allow button","","Thu Feb 05 19:19:52 GMT 2026","passed","Thu Feb 05 19:24:27 GMT 2026","","MWE_RS_060 - Complete Work For Other People: Complete Work For Other People","",""
"","25002","Then I wait for page to load","","Wed Feb 04 11:45:17 GMT 2026","passed","Wed Feb 04 11:45:42 GMT 2026","","MWE_RS_055 - Reset Application: Reset Application","",""
"","384","Then The Worklist page is open","","Wed Jan 28 17:44:03 GMT 2026","passed","Wed Jan 28 17:44:04 GMT 2026","","MWE_RS_001 - Login and Logout from the Application: As a user, I can log into the secure area","",""
"","1801","When I click on ""FAIL TASK"" button","","Thu Jan 29 18:51:04 GMT 2026","passed","Thu Jan 29 18:51:06 GMT 2026","","MWE_RS_010 - Fail an assigned Task: Fail an assigned Task on Work Order","",""
"","2383","Then I click on ""SAVE"" button","","Thu Feb 05 19:26:06 GMT 2026","passed","Thu Feb 05 19:26:09 GMT 2026","","MWE_RS_060 - Complete Work For Other People: Complete Work For Other People","",""
"","767","Given I am on the Init page","","Thu Jan 29 15:58:33 GMT 2026","passed","Thu Jan 29 15:58:34 GMT 2026","","MWE_RS_012 - Change Location on Work Order: Change Location on Work Order","",""
"","1692","When I click on ""Reject"" button","","Wed Feb 04 11:45:10 GMT 2026","passed","Wed Feb 04 11:45:12 GMT 2026","","MWE_RS_055 - Reset Application: Reset Application","",""
"","25","And I switch to native view context","","Mon Feb 02 13:30:40 GMT 2026","passed","Mon Feb 02 13:30:40 GMT 2026","","MWE_RS_029 - Child Work Order: Child Work Order","",""
"","1851","Then signIn option shows up","","Thu Jan 29 17:25:37 GMT 2026","passed","Thu Jan 29 17:25:39 GMT 2026","","MWE_RS_011 - Complete an assigned Task: Complete an assigned Task on Work Order","",""
"","758","When I navigate to ""back""","","Thu Jan 29 21:46:54 GMT 2026","passed","Thu Jan 29 21:46:55 GMT 2026","","MWE_RS_032 - Complete a CM Work Order with Task Assigned: Complete a CM Work Order with Task Assigned","",""
"","51268","Then The status of the work Order is in ""On Hold""","","Thu Jan 29 11:51:22 GMT 2026","broken","Thu Jan 29 11:52:14 GMT 2026","","MWE_RS_002 - Start and Pause Work Order: Start and Pause Work Order","",""
"","2257","And I enter password as ""yo2026@@""","","Thu Jan 29 21:38:34 GMT 2026","passed","Thu Jan 29 21:38:36 GMT 2026","","MWE_RS_032 - Complete a CM Work Order with Task Assigned: Complete a CM Work Order with Task Assigned","",""
"","1","hook:","","Wed Jan 28 18:26:04 GMT 2026","failed","Wed Jan 28 18:26:04 GMT 2026","","","",""
"","25004","Then I wait for page to load","","Mon Feb 02 13:36:23 GMT 2026","passed","Mon Feb 02 13:36:48 GMT 2026","","MWE_RS_029 - Child Work Order: Child Work Order","",""
"","1189","When I set Region as ""Europe""","","Thu Jan 29 20:08:41 GMT 2026","passed","Thu Jan 29 20:08:42 GMT 2026","","MWE_RS_013 - Add Failure Information to the current Work Order: Add Failure Information to the current Work Order","",""
"","893","Then I click on ""PROBLEM CLASS"" option","","Thu Jan 29 21:44:18 GMT 2026","passed","Thu Jan 29 21:44:19 GMT 2026","","MWE_RS_032 - Complete a CM Work Order with Task Assigned: Complete a CM Work Order with Task Assigned","",""
"","659","When I set Region select field","","Thu Jan 29 15:58:34 GMT 2026","passed","Thu Jan 29 15:58:34 GMT 2026","","MWE_RS_012 - Change Location on Work Order: Change Location on Work Order","",""
"","1415","When I click on ""Reject"" button","","Wed Jan 28 17:44:02 GMT 2026","passed","Wed Jan 28 17:44:03 GMT 2026","","MWE_RS_001 - Login and Logout from the Application: As a user, I can log into the secure area","",""
"","1864","Then I click on ""PAUSE ICON"" button","","Thu Jan 29 12:10:49 GMT 2026","passed","Thu Jan 29 12:10:51 GMT 2026","","MWE_RS_002 - Start and Pause Work Order: Start and Pause Work Order","",""
"","1938","Then I click on ""MECHANICAL FAILURE"" option","","Wed Feb 04 11:55:30 GMT 2026","passed","Wed Feb 04 11:55:32 GMT 2026","","MWE_RS_006 - Create Follow On Work Order Add To Backlog: Create Follow On Work Order Add To Backlog","",""
"","0","hook:","","Wed Feb 04 14:50:29 GMT 2026","failed","Wed Feb 04 14:50:29 GMT 2026","","","",""
"","2102","Then I click on ""START ICON"" button","","Mon Feb 02 13:03:57 GMT 2026","passed","Mon Feb 02 13:03:59 GMT 2026","","MWE_RS_021 - Asset Swap: Asset Swap","",""
"","495","Then The Worklist page is open","","Wed Feb 04 11:54:05 GMT 2026","passed","Wed Feb 04 11:54:05 GMT 2026","","MWE_RS_006 - Create Follow On Work Order Add To Backlog: Create Follow On Work Order Add To Backlog","",""
"","658","When I switch to the web view context","","Wed Feb 04 11:39:59 GMT 2026","passed","Wed Feb 04 11:39:59 GMT 2026","","MWE_RS_055 - Reset Application: Reset Application","",""
"","2828","Then I click on ""Coin Stuck In Slot"" button","","Thu Jan 29 21:44:24 GMT 2026","passed","Thu Jan 29 21:44:26 GMT 2026","","MWE_RS_032 - Complete a CM Work Order with Task Assigned: Complete a CM Work Order with Task Assigned","",""
"","1189","Then The status of the work Order is in ""In Progress""","","Mon Feb 02 13:35:49 GMT 2026","passed","Mon Feb 02 13:35:50 GMT 2026","","MWE_RS_029 - Child Work Order: Child Work Order","",""
"","22936","And I set ""fail task reason"" value field to ""MWE KAD 1.13.0 TESTING""","","Thu Jan 29 18:51:06 GMT 2026","passed","Thu Jan 29 18:51:29 GMT 2026","","MWE_RS_010 - Fail an assigned Task: Fail an assigned Task on Work Order","",""
"","3287","When I click on ""All"" filter and select ""Unread""","","Mon Feb 02 11:46:31 GMT 2026","passed","Mon Feb 02 11:46:35 GMT 2026","","MWE_RS_024 - User level Notifications: User level Notifications","",""
"","440","Then The Worklist page is open","","Thu Jan 29 12:36:11 GMT 2026","passed","Thu Jan 29 12:36:11 GMT 2026","","MWE_RS_003 - Add Comment: Add Comment to Work Order","",""
"","1629","Then I click on ""REMEDY CLASS"" option","","Thu Jan 29 20:15:13 GMT 2026","passed","Thu Jan 29 20:15:14 GMT 2026","","MWE_RS_013 - Add Failure Information to the current Work Order: Add Failure Information to the current Work Order","",""
"","2745","And I click on ""Sign In"" button","","Thu Jan 29 15:58:47 GMT 2026","passed","Thu Jan 29 15:58:50 GMT 2026","","MWE_RS_012 - Change Location on Work Order: Change Location on Work Order","",""
"","2851","When I set ""helpless-pig-37"" into Environment Code input field","","Wed Jan 28 18:20:04 GMT 2026","passed","Wed Jan 28 18:20:07 GMT 2026","","MWE_RS_023 - Clear Local Data of application: Clear Local Data of application","",""
"","4374","Then I click on ""ON HOLD"" button","","Wed Feb 04 14:49:53 GMT 2026","passed","Wed Feb 04 14:49:58 GMT 2026","","MWE_RS_056 - Attach a Document to assigned Work Order and verify in Files tab: Attach a Document to assigned Work Order and verify in Files tab","",""
"","1739","Then signIn option shows up","","Thu Feb 05 18:12:00 GMT 2026","passed","Thu Feb 05 18:12:02 GMT 2026","","MWE_RS_057 - Capture Time For Other People: Capture Time For Other People","",""
